"text","staff","amenities","food/drinks","cleanliness","location"
"The staff was friendly caring and seemed to really enjoy working there.",1,0,0,0,0
"Staff was well informed about what was going on in the area they were very friendly as well.",1,0,0,0,1
"Facility was in a great location but a little old.",0,0,0,0,-1
"Good standard and very friendly staff.",1,0,0,0,0
"Comfortable rooms and a really handy location with plenty of free parking",0,0,0,0,1
"Sink was clogged in our room and the tub jets looked pretty dirty.",0,0,0,0,0
"Nice hotel very clean Breakfast is good.",0,0,1,1,0
"Room very clean.",0,0,0,1,0
"Would have been nice to have 2 pouches of coffee instead of one and the bath towels could be bigger.",0,0,-1,0,0
"Good food not too far away.",0,0,1,0,1
"If in area would stay again",0,0,0,0,1
"Recently renovated very modern spacious very clean.",0,0,0,1,0
"very clean  comfortable owner is pleasant and helpful the grounds a well taken care of",0,0,0,1,0
"All in the room is new from carpet bed bathroom... All clean with no problems.",0,0,0,1,0
"The only issue is the breakfast area.",0,0,1,0,1
"Excellent service",1,0,0,0,0
"Very nice staff comfortable room and bed.",1,0,0,0,0
"Good location no complaints.",0,0,0,0,1
"Lots of smoke smell.",0,0,0,0,0
"Friendly staff but...",-1,0,0,0,0
"The hotel is clean the room was very clean and the staff were extremely friendly.",1,0,0,1,0
"Providing Breakfast would have been great.",0,0,1,0,0
"Hotel staff are awesome.",1,0,0,0,0
"Rooms are clean.",0,0,0,1,0
"The hotel is in a great location.",0,0,0,0,1
"The staff was very nice and very friendly.",1,0,0,0,0
"I probably would have been better sleeping in my truck.",0,0,0,0,0
"Great price and very friendly staff.",1,0,0,0,0
"Room was clean but foyer coffee area was not that tidy.",0,0,0,0,0
"Aside from that the place is clean and very nice.",0,0,0,1,0
"Tv barley worked whole hotel smelled like pine sol.",0,0,0,0,0
"Very clean !",0,0,0,1,0
"Tasha / The Cleaning lady is very Respectful and Helpful !",0,0,0,1,0
"When I questioned staff about it they said it lists that it has a queen bed.",0,0,0,0,0
"Friendly owner waited up for us for a late check on at 11pm",0,0,0,0,0
"Very convenient to everything - helpful staff - easy accessible from city",1,0,0,0,0
"Friendly prompt reception on arrival.",1,0,0,0,0
"The room was well presented clean and tidy.",0,0,0,1,0
"Awesome location very clean and well maintained.",0,0,0,1,1
"Lovely big room very clean great location to kids playground and city centre.",0,0,0,1,1
"no lift to 3rd floor penthouse got charged  65 extra because my wife spilled part of a cup of tea on carpet .Do not go to restaraunt owner recommended next door it is rubbish we would not recommend this property",0,0,0,0,0
"The site is a short walk from downtown.",0,0,0,0,1
"There are numerous walking and bike riding areas nearby.",0,0,0,0,1
"We has a nice room with a very comfy bed and everything was extremely clean.",0,0,0,1,0
"Reception was very friendly and hotel is very close to beach and center of town.",1,0,0,0,0
"Our hosts were friendly and helpful.",1,0,0,0,0
"We stayed in a ground floor serviced unit with a huge spa bath.",1,0,0,0,0
"The king sized bed was warm and comfortable and the unit was spotlessly clean.",0,0,0,1,0
"It was walking distance from many good restaurants and only two blocks from town and had lovely sea views.It was very quiet in spite of being on a main road.",0,0,0,0,1
"Very clean and tidy.",0,0,0,1,0
"Awesome friendly service  on arrival I received a room uparade.",1,0,0,0,0
"Ok. Good location handy to walk to restaurants with sea views.",0,0,0,0,0
"Average accomodation nothing special but very clean.",0,0,0,1,0
"We stayed in an ocean view apartment for 4 nights... the apartment was a decent size  and with a small kitchenette as well all very clean and well maintained.",0,0,0,1,0
"The staff were all friendly and helpful would recommend booking If you want somewhere that is just a short walk into Napier town.",1,0,0,0,1
"Love the Nautilus perfect location facilities and great restaurant.",0,0,0,0,1
"Lovely service ",1,0,0,0,0
"Ordered room service .....prompt and delicious.",1,0,0,0,0
"Very warm welcome great accommodation with lounge area and separate  bedroom with spa bath.",0,0,0,0,1
"Very quite area with a view onto Marine parade",0,0,0,0,1
"The food in room service was absolutely on point ",-1,0,-1,0,0
"Comfy clean and cosy.",0,0,0,1,0
"Staff very helpful and offered to make arrangement due to my late arrival",1,0,0,0,0
"Very clean and comfortable.",0,0,0,1,0
"Friendly staff - nice facilities.",1,0,0,0,0
"Otherwise nice unit providing everything needed for a stay away.",0,0,0,0,0
"Very clean and tidy.",0,0,0,1,0
"Clean and tidy.",0,0,0,1,0
"First when we step into the room it was smell so nice and relax.",0,0,0,-1,0
"Very friendly staff.",1,0,0,0,0
"A small oven would be great.",1,0,0,0,1
"Great location.",0,0,0,0,1
"The little things like coffee plunger two tv’s and good toiletries were appreciated.",0,0,1,0,0
"Nice little place close to beach bike rentals restaurants owner friendly once he warms to you",0,0,0,0,0
"Everything clean and in working order.",0,0,0,1,0
"It had an outdoor area which was nice as the evening we were there was quite warm.",0,0,0,0,1
"A short walk to find a variety of eating options even on a Sunday night.",0,0,0,0,1
"Friendly staff member who offered a milk carton to me on arrival - kiwiana at its best.",1,0,0,0,0
"She even walked me firstly to my car park which was coned off for my vehicle and then showed us to our room.",0,0,0,0,1
"You can walk into town easily and out for dinner so you can enjoy a wine without having to drive.",0,0,1,0,1
"Need to fix reception on tv has was very bad",0,0,0,0,0
"Staff were lovely just ashame we were woken by other guest and no spa or hot pools",0,0,0,0,0
"Good location.",0,0,0,0,-1
"Good location and friendly staff.",1,0,0,0,1
"Liked having park across the road for my granddaughter",1,0,0,0,1
"The location is what is uperb.",0,0,0,0,1
"Comfy and clean room.",0,0,0,1,0
"Very friendly staff clean and tidy room close to the beach and city centre.",1,0,0,1,0
"Great location on the beachfront and 5 minutes walk in to town.",0,0,0,0,1
"The people were helpful and friendly the hotel close to the town with lovely views of the beach and activities from the balcony.",1,0,0,0,0
"Nice clean hotel well located near beach front and aquarium.",0,0,0,1,1
"Across tge road from the children park and bike park etc.",0,0,1,0,1
"Small outdoor deck area that faces rge beach front.",0,0,0,0,0
"Location fab.",0,0,0,0,1
"The location of this hotel is excellent for exploring Napier and the surrounding area.",0,0,0,0,1
"Host gave useful info for the local area and our onward journey.",0,0,0,0,1
"The staff were very attentative and just could not do enough for you.",1,0,0,0,0
"Great location",0,0,0,0,1
"Clean comfortable and spacious modern rooms.",0,0,0,1,0
"The staff was extremely helpful and attentive added to the property’s location on the beach front provided for a memorable stay.",1,0,0,0,1
"Perfect location for Napier",0,0,0,0,1
"Mostly positive except for the second day breakfast when the service was very slow and the breakfast order was inaccurate",0,0,0,0,0
"Beautiful hotel with great facilities and in a very central location.",0,0,0,0,1
"Weekend away with horse racing and syndicate friends. .",1,0,0,0,1
"Staff very friendly attentive and helpful.",1,0,0,0,0
"Excellent food.",0,0,1,0,0
"Great location and restaurant on site was quality.",0,0,0,0,1
"Stunning location.",0,0,0,0,1
"only two small irritations - door to deck banging - only secured when we asked.",0,0,0,0,0
"Nice breakfast but served cold.",0,0,0,0,0
"Great staywonderful.staff very helpful and cool decor",1,0,0,0,0
"Great customer service good food options  Lived It!",1,0,1,0,0
"Service  cleanliness was fine loved the art deco decor.",1,0,0,0,0
"Close to where i needed to be no worries at all with room or service",1,0,0,0,0
"We had a very good view and the location was what is uperb.",0,0,0,0,1
"Very nice motel staff who were friendly and helpful.",0,0,0,0,0
"Friendly staff : Room had strong smell to it Very basic but reasonably clean and tidy and had everything you need",1,0,0,1,0
"Cleaner let herself in without knocking an hour before checkout time.",0,0,0,0,0
"It was comfortable pleasant surrounding just unfortunate that it’s not pet friendly anymore",0,0,0,0,0
"Very happy with the room and the staff were very helpful for the price i would recommend this motel to friends and family and others. Thanks",1,0,0,0,0
"Staff obliging room was warm and had most facilities.",1,0,0,0,0
"internet not wonderful needs a chain on the hand baron plug and toaster needs a handle on the lever but motel very clean but quite old and no heat pump",0,0,0,0,0
"I wanted a cheap clean motel for the last night of our trip and that is what this motel is.",0,0,0,0,0
"The kids play area looks more like someone is run down back yard but my son still liked it.",0,0,0,0,0
"Good location out over the estuary area  it’s on the main toad out of town so can get quite busy",0,0,0,0,1
"Fairly tidy altho could do with a spruce up.Wet floor shower/bathroom.priced to suit for what you get",0,0,0,-1,0
"The anchorage is situated in a brilliant location overlooking the water.",0,0,0,0,1
"It is a short walk to the restaurants and not far from Napier.",0,0,0,0,1
"Nice view and convenient location.",0,0,0,0,1
"Very close to local bars  and nice view from room.",0,0,1,0,0
"Planned to watch the rugby and local bar and did not want to worry about drinking and driving.",0,0,1,0,0
"Nice and clean and spacious",0,0,0,1,0
"Staff very helpful and great location easy to get to from airport",1,0,0,0,1
"Wonderful clean and presented room.",0,0,0,1,0
"What is uper location to bars and water.",0,0,1,0,1
"The carpet in the kitchen was damp therefore there was a yukky smell in our unit.",0,0,0,0,0
"I think the Anchorage is really lovely and you can tell it must have been a premium location to be in its day but it is looking a bit tired now.",0,0,0,0,1
"The WiFi did not work the air con was temperamental and building in some sound-proofing for the trains that go past all night would have led to a better nights sleep.",0,0,0,0,0
"All that said the staff were friendly it is close to some nice restaurants and cafes it has onsite parking plus there is a picturesque harbour walk right outside your door.",1,0,0,0,1
"This hotel was in a great location for us.",0,0,0,0,1
"My only criticism is that the woman on the front desk who checked us in was very abrupt and not very friendly.",1,0,0,0,0
"Owners  staff are exceptional nothing is an issue - very friendly  welcoming",1,0,0,0,0
"Easy to get to location great parking lovely outlook over the harbor and walking or staggering distance to some lovely eateries and bars.",0,0,1,0,1
"Had several lovely meals at The Thirsty Whale.",0,0,1,0,0
"Good motel in an interesting part of Napier near the docks.",0,0,0,0,0
"The cleaner was still in our room however no drama.",0,0,0,0,0
"Clean tidy room with a good tv and sky",0,0,0,1,0
"Our door area.",0,0,0,0,0
"And clean",0,0,0,1,0
"Althiugh early was shown to a room that was not cleaned.",0,0,0,0,0
"Tidy room.",0,0,0,1,0
"Friendly  helpful couple running the accommodation and happy to help as required.",1,0,0,0,0
"short walk to beach.",0,0,0,0,1
"My room is very new and everything so clean.",0,0,0,1,0
"Great food and great wine.",0,0,1,0,0
"Very clean.",0,0,0,1,0
"Good location.",0,0,0,0,-1
"The motel was  overall generally nice clean and comfortable.",0,0,0,1,0
"The location was very good as it was out of the main town area but close to the sea.",0,0,0,0,1
"Although not a swimming beach it has a lovely walkway and beautiful scenery to look at.",0,0,0,0,1
"Also close to restaurants nightlife and cafes.",0,0,0,0,1
"Spacious clean room.",0,0,0,1,0
"Walked to all sights.",0,0,0,0,1
"It was very clean spacious and comfortable.",0,0,0,1,0
"Staff Professional  Friendly.",1,0,0,0,0
"My room had no towells and looked like it had missed being cleaned.",0,0,0,0,0
"We had booked 3 rooms with children and were sitting relaxing outside when the kitchen staff started cleaning up.",0,0,0,0,0
"enjoyable walk along the estuary  and wharf frontage to many restaurants and bars.",0,0,1,0,1
"Also the motel has rear access on to the stony beach to walk ride and swim if you wish.",0,0,0,0,0
"Great location in Ahuriri.",0,0,0,0,1
"Great location close to the port and marina nice beach great views plenty of restaurants and bars within walking distance.",0,0,1,0,1
